review_id,city,language,sentiment,source,label_source,review_text
45,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Infrastructure gaps reduce everyday convenience. These conditions reduce the property's liquidity.
46,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and infrastructure gaps reduce everyday convenience. That profile makes the asset difficult to position."
47,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Infrastructure gaps reduce everyday convenience. This context undermines pricing power.
48,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and infrastructure gaps reduce everyday convenience. These weaknesses can drag on exit value."
49,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Road quality and service reliability remain below expectation. That combination weakens long term resale confidence.
50,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and road quality and service reliability remain below expectation. This setup increases downside risk for investors."
51,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Road quality and service reliability remain below expectation. These conditions reduce the property's liquidity.
52,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and road quality and service reliability remain below expectation. That profile makes the asset difficult to position."
53,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Road quality and service reliability remain below expectation. This context undermines pricing power.
54,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and road quality and service reliability remain below expectation. These weaknesses can drag on exit value."
55,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Weak amenity access hurts residential appeal. That combination weakens long term resale confidence.
56,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and weak amenity access hurts residential appeal. This setup increases downside risk for investors."
57,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Weak amenity access hurts residential appeal. These conditions reduce the property's liquidity.
58,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and weak amenity access hurts residential appeal. That profile makes the asset difficult to position."
59,,English,Negative,synthetic_template_generator,synthetic_template_label,Buyer confidence appears fragile as recent listings suggest weak conversion. Weak amenity access hurts residential appeal. This context undermines pricing power.
60,,English,Negative,synthetic_template_generator,synthetic_template_label,"Buyer confidence appears fragile as recent listings suggest weak conversion, and weak amenity access hurts residential appeal. These weaknesses can drag on exit value."
61,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les lenteurs administratives et l'opacite juridique augmentent le risque. Cet ensemble affaiblit la confiance sur la revente a long terme.
62,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les lenteurs administratives et l'opacite juridique augmentent le risque. Cette configuration augmente le risque baissier pour l'investisseur."
63,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les lenteurs administratives et l'opacite juridique augmentent le risque. Ces conditions reduisent la liquidite du bien.
64,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les lenteurs administratives et l'opacite juridique augmentent le risque. Ce profil rend l'actif difficile a positionner."
65,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les lenteurs administratives et l'opacite juridique augmentent le risque. Ce contexte deteriore le pouvoir de prix.
66,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les lenteurs administratives et l'opacite juridique augmentent le risque. Ces faiblesses peuvent peser sur la valeur de sortie."
67,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les insuffisances d'infrastructure reduisent le confort quotidien. Cet ensemble affaiblit la confiance sur la revente a long terme.
68,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les insuffisances d'infrastructure reduisent le confort quotidien. Cette configuration augmente le risque baissier pour l'investisseur."
69,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les insuffisances d'infrastructure reduisent le confort quotidien. Ces conditions reduisent la liquidite du bien.
70,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les insuffisances d'infrastructure reduisent le confort quotidien. Ce profil rend l'actif difficile a positionner."
71,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les insuffisances d'infrastructure reduisent le confort quotidien. Ce contexte deteriore le pouvoir de prix.
72,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les insuffisances d'infrastructure reduisent le confort quotidien. Ces faiblesses peuvent peser sur la valeur de sortie."
73,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. La qualite des routes et des services reste en dessous des attentes. Cet ensemble affaiblit la confiance sur la revente a long terme.
74,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et la qualite des routes et des services reste en dessous des attentes. Cette configuration augmente le risque baissier pour l'investisseur."
75,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. La qualite des routes et des services reste en dessous des attentes. Ces conditions reduisent la liquidite du bien.
76,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et la qualite des routes et des services reste en dessous des attentes. Ce profil rend l'actif difficile a positionner."
77,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. La qualite des routes et des services reste en dessous des attentes. Ce contexte deteriore le pouvoir de prix.
78,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et la qualite des routes et des services reste en dessous des attentes. Ces faiblesses peuvent peser sur la valeur de sortie."
79,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Le faible acces aux amenites nuit a l'attractivite residentielle. Cet ensemble affaiblit la confiance sur la revente a long terme.
80,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et le faible acces aux amenites nuit a l'attractivite residentielle. Cette configuration augmente le risque baissier pour l'investisseur."
81,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Le faible acces aux amenites nuit a l'attractivite residentielle. Ces conditions reduisent la liquidite du bien.
82,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et le faible acces aux amenites nuit a l'attractivite residentielle. Ce profil rend l'actif difficile a positionner."
83,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Le faible acces aux amenites nuit a l'attractivite residentielle. Ce contexte deteriore le pouvoir de prix.
84,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et le faible acces aux amenites nuit a l'attractivite residentielle. Ces faiblesses peuvent peser sur la valeur de sortie."
85,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les limites de transport affaiblissent la competitivite du secteur. Cet ensemble affaiblit la confiance sur la revente a long terme.
86,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les limites de transport affaiblissent la competitivite du secteur. Cette configuration augmente le risque baissier pour l'investisseur."
87,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les limites de transport affaiblissent la competitivite du secteur. Ces conditions reduisent la liquidite du bien.
88,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les limites de transport affaiblissent la competitivite du secteur. Ce profil rend l'actif difficile a positionner."
89,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. Les limites de transport affaiblissent la competitivite du secteur. Ce contexte deteriore le pouvoir de prix.
90,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et les limites de transport affaiblissent la competitivite du secteur. Ces faiblesses peuvent peser sur la valeur de sortie."
91,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. L'incertitude sur les services rend le bien plus difficile a defendre. Cet ensemble affaiblit la confiance sur la revente a long terme.
92,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et l'incertitude sur les services rend le bien plus difficile a defendre. Cette configuration augmente le risque baissier pour l'investisseur."
93,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. L'incertitude sur les services rend le bien plus difficile a defendre. Ces conditions reduisent la liquidite du bien.
94,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et l'incertitude sur les services rend le bien plus difficile a defendre. Ce profil rend l'actif difficile a positionner."
95,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier. L'incertitude sur les services rend le bien plus difficile a defendre. Ce contexte deteriore le pouvoir de prix.
96,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile car les prix comparables sont difficiles a justifier, et l'incertitude sur les services rend le bien plus difficile a defendre. Ces faiblesses peuvent peser sur la valeur de sortie."
97,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Les lenteurs administratives et l'opacite juridique augmentent le risque. Cet ensemble affaiblit la confiance sur la revente a long terme.
98,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et les lenteurs administratives et l'opacite juridique augmentent le risque. Cette configuration augmente le risque baissier pour l'investisseur."
99,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Les lenteurs administratives et l'opacite juridique augmentent le risque. Ces conditions reduisent la liquidite du bien.
100,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et les lenteurs administratives et l'opacite juridique augmentent le risque. Ce profil rend l'actif difficile a positionner."
101,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Les lenteurs administratives et l'opacite juridique augmentent le risque. Ce contexte deteriore le pouvoir de prix.
102,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et les lenteurs administratives et l'opacite juridique augmentent le risque. Ces faiblesses peuvent peser sur la valeur de sortie."
103,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Les insuffisances d'infrastructure reduisent le confort quotidien. Cet ensemble affaiblit la confiance sur la revente a long terme.
104,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et les insuffisances d'infrastructure reduisent le confort quotidien. Cette configuration augmente le risque baissier pour l'investisseur."
105,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Les insuffisances d'infrastructure reduisent le confort quotidien. Ces conditions reduisent la liquidite du bien.
106,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et les insuffisances d'infrastructure reduisent le confort quotidien. Ce profil rend l'actif difficile a positionner."
107,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Les insuffisances d'infrastructure reduisent le confort quotidien. Ce contexte deteriore le pouvoir de prix.
108,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et les insuffisances d'infrastructure reduisent le confort quotidien. Ces faiblesses peuvent peser sur la valeur de sortie."
109,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. La qualite des routes et des services reste en dessous des attentes. Cet ensemble affaiblit la confiance sur la revente a long terme.
110,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et la qualite des routes et des services reste en dessous des attentes. Cette configuration augmente le risque baissier pour l'investisseur."
111,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. La qualite des routes et des services reste en dessous des attentes. Ces conditions reduisent la liquidite du bien.
112,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et la qualite des routes et des services reste en dessous des attentes. Ce profil rend l'actif difficile a positionner."
113,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. La qualite des routes et des services reste en dessous des attentes. Ce contexte deteriore le pouvoir de prix.
114,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et la qualite des routes et des services reste en dessous des attentes. Ces faiblesses peuvent peser sur la valeur de sortie."
115,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Le faible acces aux amenites nuit a l'attractivite residentielle. Cet ensemble affaiblit la confiance sur la revente a long terme.
116,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et le faible acces aux amenites nuit a l'attractivite residentielle. Cette configuration augmente le risque baissier pour l'investisseur."
117,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Le faible acces aux amenites nuit a l'attractivite residentielle. Ces conditions reduisent la liquidite du bien.
118,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et le faible acces aux amenites nuit a l'attractivite residentielle. Ce profil rend l'actif difficile a positionner."
119,,French,Negative,synthetic_template_generator,synthetic_template_label,La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible. Le faible acces aux amenites nuit a l'attractivite residentielle. Ce contexte deteriore le pouvoir de prix.
120,,French,Negative,synthetic_template_generator,synthetic_template_label,"La confiance des acheteurs parait fragile puisque les annonces recentes suggerent une conversion faible, et le faible acces aux amenites nuit a l'attractivite residentielle. Ces faiblesses peuvent peser sur la valeur de sortie."
121,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Amenities cover basic needs but do not stand out. Overall the asset looks manageable but not compelling.
122,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and amenities cover basic needs but do not stand out. This points to an ordinary investment profile."
123,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Amenities cover basic needs but do not stand out. The property may suit cautious buyers seeking stability.
124,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and amenities cover basic needs but do not stand out. That leaves the opportunity in a middle range position."
125,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Amenities cover basic needs but do not stand out. The outlook is reasonable without being especially attractive.
126,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and amenities cover basic needs but do not stand out. This supports a wait and compare decision more than urgency."
127,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Roads and services are functional without being exceptional. Overall the asset looks manageable but not compelling.
128,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and roads and services are functional without being exceptional. This points to an ordinary investment profile."
129,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Roads and services are functional without being exceptional. The property may suit cautious buyers seeking stability.
130,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and roads and services are functional without being exceptional. That leaves the opportunity in a middle range position."
131,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Roads and services are functional without being exceptional. The outlook is reasonable without being especially attractive.
132,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and roads and services are functional without being exceptional. This supports a wait and compare decision more than urgency."
133,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Transport and schools are adequate for routine use. Overall the asset looks manageable but not compelling.
134,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and transport and schools are adequate for routine use. This points to an ordinary investment profile."
135,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Transport and schools are adequate for routine use. The property may suit cautious buyers seeking stability.
136,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and transport and schools are adequate for routine use. That leaves the opportunity in a middle range position."
137,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Transport and schools are adequate for routine use. The outlook is reasonable without being especially attractive.
138,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and transport and schools are adequate for routine use. This supports a wait and compare decision more than urgency."
139,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Infrastructure is serviceable though some upgrades would help. Overall the asset looks manageable but not compelling.
140,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and infrastructure is serviceable though some upgrades would help. This points to an ordinary investment profile."
141,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Infrastructure is serviceable though some upgrades would help. The property may suit cautious buyers seeking stability.
142,,English,Neutral,synthetic_template_generator,synthetic_template_label,"Demand is present but not especially strong with no major pricing pressure in either direction, and infrastructure is serviceable though some upgrades would help. That leaves the opportunity in a middle range position."
143,,English,Neutral,synthetic_template_generator,synthetic_template_label,Demand is present but not especially strong with no major pricing pressure in either direction. Infrastructure is serviceable though some upgrades would help. The outlook is reasonable without being especially attractive.
